41	-an,-i,-kan,antar-,di-,se-,ter-	Konsekuensi logis dapat pula diekspresikan sebagai suatu fungsi dari himpunan kalimat terhadap himpunan kalimat lain (formulasi Tarski), atau sebagai hubungan antara dua himpunan kalimat (logika simpulan jamak, multiple - conclusion logic).
42	-an,-i,-kan,ber-,me-,mem-,pen-,ter-	Terminal kargo berlokasi di timur laut terminal penumpang dan memiliki luas bangunan 9000 m², dan merupakan bekas bangunan terminal.
43	-an,-i,-kan,-lah,mem-,per-,se-	Krisis finansial Islandia 2008 adalah masalah di Islandia yang memengaruhi ekonomi dan sistem perbankan Islandia, sebagai dampak dari krisis ekonomi dunia 2008.
44	-an,-i,di-,oto-	Sekitar 95 % kreatina disimpan di dalam otot rangka.
45	-i,-nya,me-,mem-,ter-	Namun, hal ini rupanya membuat Amba Franda yang juga memiliki manajemen merasa tersaingi.
46	-i,-kan,se-	Diperkirakan ada sekitar 11 sampai 12 juta jiwa bangsa Armenia di dunia.
47	-an,-i,mem-,se-	Ia mempunyai seorang istri dan empat orang anak.
48	-an,-i,-ku,-nya,me-,meng-,per-	Geovedi mengaku pernah meretas dua satelit Indonesia dan Cina milik para kliennya.
49	-i,-kan,-nya,ber-,pen-,se-	Kebanyakan penduduknya beragama Katolik Roma, namun ada pula sedikit orang Islam di situ.
50	-an,ber-,me-,mem-,se-	Duryodana yang selalu merasa cemburu dengan Pandawa, selalu berusaha membunuh mereka.
51	-an,-i,ke-,per-,se-,ter-	Selain tekstil dan barang pernis, Okinawa terkenal dengan kerajinan gelas Ryukyu, lemari, kerajinan bambu, kertas Ryukyu, dan kerajinan perabot sehari - hari khas Okinawa.
52	-an,-i,-kan,-lah,-nya,-pun,ber-,di-,ke-,mem-,se-	Maka dari itu, Sia membiarkan jiwa Kikyou bersemayam dalam diri Sia. Dan beginilah akibatnya, Rin seringkali salah paham akibat kelakuan Sia yang tiba - tiba centil ini walaupun sebenarnya itu adalah ulah Kikyou.
53	-an,-i,-nya,ber-,ke-,mem-,men-	Khidir menjawab salamnya dan bertanya, ``Dari mana datangnya kesejahteraan di bumi yang tidak mempunyai kesejahteraan?
54	-i,-nya,di-,ter-	Awalnya karakter tersebut dibuat untuk pasar asing, yaitu untuk komik Disney di Italia.
55	-an	Dimana letak pikiran?
56	-an,ber-	Dr Wee berumahtangga pada 1936 dengan Koh Sok Hiong.
57	-an,-i,-kan,-lah,-nya,ber-,ke-,mem-,men-,pe-,pen-,se-	Menurut laporan "Soeara Kemadjuan Kota Gedang" (1916), demi kepentingan pendidikan, para orang tua yang waktu itu berpenghasilan rata - rata 15 gulden per bulan, sanggup membayar uang sekolah anaknya yang mencapai 5 gulden per bulan.
58	-an,-i,di-	Film ini disutradarai oleh Akhtar Hussein, dan dibintangi Trilok Kapoor, Nargis, Cukoo, Rashid Khan, Neelam, Maruti Rao, dan Nissar.
59	-an,-kan,men-,per-	Banyak pula permainan komputer, permainan video, dan lagu - lagu rap yang menampilkan AK - 47.
60	-an,-i,-nya,di-	Hotel yang ada di kota Kuningan diantaranya: Gedung Serbaguna di kota Kuningan diantaranya: Sanggariang, Gelanggang Pemuda dan Gelanggang Ewangga.
61	-an,-i,-kan,-lah,-mu,-nya,ke-,men-,meng-	``Hai Muhammad, mengapa kamu mengharamkan apa yang Allah menghalalkannya bagimu; kamu mencari kesenangan hati istri-istrimu?
62	-an,-i,-lah,-nya,ber-,ke-,men-,peng-,se-	Jumlah pengguna Twitter yang semakin meningkat setiap harinya adalah bukti budaya masyarakat yang senang berbagi cerita serta foto keseharian dalam hidup.
63	-an,-i,-kan,ber-,ke-,me-,men-,meng-,peng-,se-	Jadi, kemungkinan besar Dyah Balitung yang merupakan menantu Rakai Watuhumalang (raja Medang pengganti Rakai Kayuwangi) berhasil menjadi pahlawan dengan menaklukkan Rakai Gurunwangi dan Rakai Limus sehingga kembali mengakui kekuasaan tunggal di Kerajaan Medang.
64	-i,-kah,pen-	Siapakah pencipta bumi ini?
65	-an,-i,-lah,ber-,ke-	Karangsari adalah kelurahan yang berada di kecamatan Neglasari, Kota Tangerang, Banten, Indonesia.
66	-an,-i,-kan,di-,mem-,se-	Tentara Konfederasi (bahasa Inggris: Confederate States Army (CSA)) diorganisasi pada bulan Februari 1861 untuk mempertahankan Negara Konfederasi Amerika yang baru dibentuk dari tindakan militer oleh Pemerintah Amerika Serikat selama Perang Saudara Amerika.
67	-an,-kan,-nya,ber-,menge-,pen-,se-	Perempuannya mengenakan jubah dengan lengan baju yang pendek serta rok berlapis yang mengembang.
68	-i,-kan,di-	Lagu ini dinamakan Wavin 'Flag (The Celebration Remix).
69	-lah,pe-	Ia adalah pesaing utama Václav Klaus.
70	-an,-i,-kan,-nya,antar-,ber-,di-,mem-,men-,meng-,se-,ter-	Air terjun Madakaripura berbentuk ceruk yang dikelilingi bukit - bukit yang meneteskan air pada seluruh bidang tebingnya seperti layaknya sedang hujan, 3 di antaranya bahkan mengucur deras membentuk air terjun lagi.
71	-an,-i,-nya,me-,mem-,men-,peng-,se-	Membangun sebuah komunitas memang tidak mudah, tetapi mereka yakin bahwa Rockto dengan konsep yang menarik dapat menarik minat para pengguna internet untuk menjadi bagian dari komunitasnya.
72	-an,-i,-lah,-nya,ke-,se-	Salah satu indikasinya adalah kebutuhan komunikasi yaitu telepon rumah sudah mulai masuk pada Tahun 1995, desa pasir wetan sudah masuk telepon sementara desa lain belum masuk.
73	-an,-i,di-	Kepangeranan Wallachia, Moldavia dan Transilvania dikepalai oleh pangeran Wallachia Mihai Viteazul pada tahun 1600.
74	-an,-i,-lah,di-,ke-,me-	Apabila konser Inaugurasi telah usai, mereka langsung masuk ke dapur rekaman untuk dibuat album kompilasi hasil kerjasama Indosiar dengan Sony Music Indonesia.
75	-an,-i,-nya,ber-,di-,men-,meng-,per-,se-	Pada saat yang hampir bersamaan, Yosafat mulai mengangkat anaknya, Yoram, menjadi raja bersama - sama dengan dia sebagai persiapan pergantian tahta.
76	-an,-i,-kan,-nya,antar-,ber-,di-,ke-,meng-,pem-,per-	Ahli lain menghapuskan kaitan antara kedatangan Tutsi dengan berkembangnya pastoralisme dan dimulainya periode pembangunan negara.
77	-an,-i,ber-	Jabatan ini berlangsung sampai zaman Kerajaan Majapahit.
78	-an,-i,-kan,-lah,ke-,me-	Kawalelo merupakan salah satu desa yang ada di kecamatan Demon Pagong, kabupaten Flores Timur, provinsi Nusa Tenggara Timur, Indonesia.
79	-an,-i,-kan,-lah,me-,pen-	Setelah lulus dari Gymnasium Trier, Marx melanjutkan pendidikan nya di Universitas Bonn jurusan hukum pada tahun 1835.
80	-an,-i,-kan,ber-,di-,me-,se-	Mawar merupakan komoditas hortikultura yang bernilai ekonomi tinggi dan banyak diminati konsumen serta dapat dibudidayakan secara komersial.
81	-an,-i,ber-,me-,men-,per-,se-	Seperti pernyataan Lusy bahwa mereka bisa menjadi sangat solid karena mereka bertiga, kalau jalan sendiri - sendiri belum tentu bisa sukses.
82	-an,-i,-kah,ke-	Bagaimanakah kelanjutan kisah para remaja yang masih di bawah umur ini?
83	-an,-i,-kan,ber-,men-,per-,se-	Akan kan pertemanan sepihak ini dapat berubah menjadi Cinta?
84	-i,ke-,ter-	Kantor kepala desa Jatiwangi terletak di Kp. Kadudampit, Jl. Raya Bungbulang - Garut.
85	-an,-i,-kan,di-,me-,mem-,meng-,menge-,pe-	Perusahaan ini mengkhususkan diri dalam merancang, memproduksi, dan mengembangkan produk - produk mesin pelabuhan baru.
86	-an,-i,-kan,-nya,di-,men-,per-,se-	Lakon pertamanya (Suling dan Bunga Rumahmakan, 1948) ditulis sebagaimana lakon ditulis, tetapi selanjutnya ia menemukan cara menulis lakon yang unik, yang bentuknya seperti cerita yang enak dibaca.
87	-an,-i,di-,meng-,per-,se-	Pada bulan Oktober 2005, sebagai bagian peringatan ke - 75 Universitas McMaster di University Avenue, sebuah jalanan di kampus univeritas dinamai Brockhouse Way untuk menghormati Brockhouse.
88	-i,di-,me-,mem-,per-,se-	Pada tahun 1934, Chun membeli tanah seluas 33.000 meter persegi di Kabupaten Koyang, propinsi Gyeonggi (sekarang distrik Seongbuk, Seoul).
89	-an,-i,-kan,-lah,ber-,ke-,men-,se-	pada tahun 1473, sewaktu Raja Narasinga II yang bergelar Paduka Maulana Sri Sultan Alauddin Iskandarsyah Johan Zirullah Fil Alam (Sultan Indragiri IV), beliau menetap di ibu kota kerajaan yang berlokasi di Pekan Tua sekarang.
90	-an,-i,-kah,men-,se-	Lalu bagaimana cara menafkah harta sesuai tuntunan Alloh dan Rasul-Nya?
91	-an,-i,ber-	Dari 1970 hingga 1974, ia tinggal bersama orang - orang Indian Embera - Wounaan di Panama.
92	-an,-i,-kan,-nya,ke-,me-,men-,ter-	7) Dengan tekad teguh mereka melaksanakan ajaran Gautama, tiada nafsu, mereka menuai hasilnya; terbebaskan dari kematian, mereka menikmati kedamaian abadi.
93	-i,-ku,-lah,ter-	Cintaku di Rumah Susun adalah film komedi situasi yang terkenal di Indonesia pada tahun 1987.
94	-an,-i,-kan,-lah,di-,ke-,meng-,se-,ter-	Hal ini disamakan dengan tindakan dokter yang harus mengamputasi salah satu bagian tubuh yang sakit atau terkena kanker demi kebaikan diri seseorang.
95	-an,-i,-lah,per-	Soedjarwo () adalah Menteri Kehutanan Indonesia pada periode 1964 hingga 1966 dan 1983 hingga 1988.
97	-an,-i,-kan,ber-,di-,kau-,ke-,men-,per-,ter-	Larangan kaum hawa untuk beribadah di masjid ini didasarkan pada alasan untuk menjaga kesucian masjid, yaitu supaya tempat ibadah ini terhindar dari ketidaksengajaan perempuan yang tiba - tiba saja datang bulan (haid).
98	-i,-kah,-kan,men-	Apakah ia akan menjadi ``superstar''?
99	-an,-i,-kan,-nya,ber-,di-,men-,se-	SPG Negeri 2 Bandung berlokasi di Jalan Citarum nomor 23 Bandung (sekarang digunakan oleh SMA Negeri 20 Bandung), karena tempatnya tidak mencukupi maka bangunannya ditambah dengan bangunan di Jalan Bali Bandung.
100	-an,-i,men-,ter-	Lalu Barkley menjadi Senator AS pada tahun 1926 dan terpilih lagi pada tahun 1932, 1938 dan 1944.
101	-an,-i,-ku,-nya,ber-,se-	Ibunya bernama Ulan berasal dari Amuntai seorang suku Banjar.
102	-an,-i,di-,se-	Taman ini juga dilengkapi 30 restoran dan konter makanan, serta 20 kios cendera mata.
103	-an,-i,-lah,-nya,per-	Manfaat dari perilisan edisi ini adalah adanya PCM audio.
104	-an,-kah,-nya,di-,meng-	Akankah dia masih mengingat Ibu dan kampung halamannya?
105	-an,-i,-kan,-pun,di-,me-,pe-,per-,se-	Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.
106	-an,-i,-kan,me-	Hamdan merupakan anak dari ulama Minangkabau, Tahir Jalaluddin Al - Azhari asal Cangking, Agam, Sumatera Barat.
107	-an,-i,-kan,-nya,ber-,men-,peng-,per-,ter-	Untuk mendapatkan gambaran yang lebih komprehensif tentang terbentuknya Batalyon 463 Paskhas, maka perlu adanya suatu pengumpulan data dan informasi yang saling berkaitan.
108	-an,-i,-kan,-lah,-nya,di-,men-,meng-,penge-,se-	Di luar RRT, istilah Maoisme digunakan sejak 1960 - an, biasanya dalam pengertian yang negatif, untuk menggambarkan partai - partai atau orang - orang yang mendukung Mao Zedong dan bentuk komunismenya.
109	-an,-i,-ku,-lah,-nya,di-,ke-,men-,pen-,per-,se-	Pada mulanya sarugaku hanya dipakai sebagai hiburan, tapi akhirnya menjadi salah satu unsur penting dalam perayaan keagamaan.
110	-an,-i,-kan,ber-,ke-,me-,se-,ter-	Ia melakukan tapa di sebuah tempat bernama Kurukshetra dan semenjak itu tempat tersebut suci dan keramat.
111	-an,-i,-kan,-lah,ke-,meng-,meny-,pen-,per-	Keberadaan wikinomics telah menggeser peran institusi bisnis, sosial, dan menyebabkan penurunan akan permintaan tenaga kerja.
112	-i,-kan,-lah,ber-,di-,se-	Pulau yang telah ditetapkan sebagai tempat wisata ini dikelilingi oleh vegetasi yang beragam.
113	-an,-nya,ber-,di-,ke-,pe-,se-	Indiana dibantu dalam petualangannya oleh kekasih lamanya, Marion Ravenwood (Karen Allen), dan seorang anak muda bernama Mutt Williams (Shia LaBeouf).
114	-an,-i,-mu,ber-,men-,per-	Sejauh mana ilmu berupaya mencapai perubahan sosial?
115	-an,-i,-kan,-lah	Perhatikan bahwa nol di ruas kanan adalah vektor nol, bukan bilangan nol.
116	-i,-kan,di-,per-,se-	Di Isen pernah ada biara Benediktin yang dibubarkan selama sekularisasi pada tahun 1802.
117	-an,-i,-kan,-lah,-nya,mem-,se-	· Orang yang selalu mempunyai hubungan dengan Allah, Allah akan memenuhi hatinya dengan rahmat di setiap waktu.
118	-nya,ber-	Galang akhirnya bersedia.
119	-an,-i,di-,ke-,meng-	Dari sini keraton kemudian dipindah ke Banjarmasin dengan nama Kesultanan Banjarmasin karena Urang Nagara mengalami kekalahan.
120	-an,-i,-kan,di-,eks-,ke-,mem-,per-	Dia memiliki peran kecil dalam film horor 2007 Hostel: Part 2, di mana dia digambarkan eksekutif dari Elite Hunting.
121	-an,-i,-kan,-nya,ber-,di-	Sampai kapan Nino akan berpura-pura di depan neneknya kalau dia dan Abel berpacaran?
122	-an,-i,-pun,ke-,me-,meng-	Yaitu, mampu melacak keberadaan hewan ataupun manusia melalui satelit dengan mengimplan Mikrocip ke dalam tubuh.
123	-an,-i,-lah,-nya,di-,men-,pen-,per-,se-,ter-	"&amp;" (Juli 2003) adalah single terakhirnya yang terjual sedikitnya 500.000 kopi; (Miss) understood (Januari 2006) adalah album pertamanya yang tidak terjual sejuta di toko, dan Secret (November 2006) adalah album pertamanya yang tidak disertifikasi sejuta oleh RIAJ. Ayumi telah mencatat penjualan sekitar 50 juta rekaman dan adalah salah satu musisi Jepang terlaris.
124	-an,-i,-nya,ber-,men-,se-	Bersama isterinya Marjolein Beumer, ia menulis skenario, seperti film Bezet (2004) dan serial drama NPS Moes. Pada tahun 2005, ia muncul dalam film Manderlay, di mana ia bermain bersama - sama Danny Glover, Willem Dafoe, dan Lauren Bacall.
125	-an,-i,-kan,-nya,di-,ke-,men-,pem-,se-,ter-	Oerip menentang kebijakan pemerintah yang dianggap terlalu menilai rendah Angkatan Perangnya sendiri.
126	-i,-lah,-nya,ber-,ter-	Para anggotanya yang berjumlah lebih dari 400 orang kini tersebar di berbagai daerah.
127	-an,-i,di-,mem-,pen-	Router yang memiliki fitur penapisan paket disebut juga dengan packet - filtering router.
128	-an,-i,-kan,-ku,-lah,ber-,di-,peng-,se-,ter-	Setelah Kaisar Kōtoku wafat pada Hakuchi tahun 5 bulan 10 hari 10 (24 November 654 kalender Julian), penggunaan nama zaman terhenti untuk sementara hingga diumumkan nama zaman baru bernama zaman Shuchō yang dimulai tahun 686.
129	-an,-nya,antar-,pem-	Para pemain lainnya antara lain Kathy Bates, Harry Connick, Jr, Gina Gershon dan Lisa Kudrow.
130	-an,-i,-kan,ber-,di-,se-	Acara ini diatur oleh ID&amp;T dan diadakan dari tahun 1999 sampai tahun 2007 dalam berbagai tempat di Belanda dua kali setahun.
131	-an,-i,-kan,-lah,di-,ke-,me-,men-,ter-	Dalam hubungan luar negeri, Kaczyński mencatat bahwa banyak masalah Polandia yang terkait dengan kekurangan keamanan energi dan masalah ini harus diselesaikan dalam rangka melindungi kepentingan Polandia.
132	-an,-i,-kan,-lah,ber-,di-,pem-	Setelah pemberontakan PRRI berhasil diredam oleh pemerintah pusat, Nurmatias ditarik oleh pemerintah ke Markas Besar Angkatan Darat (MBAD) di Jakarta.
133	-kah	``Apakah engkau juga orang Galilea?
134	-i,-ku,-lah,ber-,di-,men-,per-,se-,ter-	Mengenai alam semesta, Philolaos berpendapat bahwa hal pertama yang menjadi "teratur" adalah apa yang disebut "tungku api".
135	-an,-i,-kan,-lah,-nya,ber-,ke-,me-,menge-,per-	Fei ingin temannya untuk mengendarai mobil liburan perampokan tapi Sam punggung keluar, melemparkan Fei bermasalah dengan triad.
136	-an,-i,-kan,-lah,-nya,ke-,maha-,me-,men-,meng-,pe-,pen-,per-,se-,ter-	Krisis tersebut merupakan sisi kelam bagi rakyat keseluruhan dan seniman / pekerja seni tradisional khususnya, namun di sisi lain telah menghasilkan satu hal yang positif yakni bangkitnya perlawanan rakyat yang di pelopori mahasiswa untuk menuntut perubahan dari hari ke hari perlawanan terus mengalami peningkatan.
137	-i,di-,se-	Zaki al - Arsuzi dianggap sebagai "Socrates" Partai Ba 'ath.
138	-an,-i,-kah,-kan,ku-,meng-,pem-,se-	Kemenangan SPD dalam pemilu lokal 1 Maret 1998 sebagai langkah awal menghentikan kubu CDU yang konservatif.
139	-i,-kan,-nya,men-,pen-,per-,ter-	Biasanya terjadi pada peranti yang menunjukkan karakteristik resistansi negatif pada pencatu daya.
140	-an,-i,-kan,-lah,-nya,di-,me-,meny-,pem-,se-	Pertempuran dimulai dengan pemboman Italia pada pangkalan udara Rhodesia di Wajir di Kenya, dan dilanjutkan, invasi pasukan Italia melalui Somaliland, Eritrea, Ethiopia, sampai menyerahnya Italia setelah Pertempuran Gondar pada bulan November 1941 Pada tanggal 9 Mei 1936, diktator Italia Benito Mussolini menyatakan "Imperium Italia Afrika Timur" (Afrika Orientale Italiana, AOI).
141	-i,ber-,men-	Siapa yang berani mencuri binatang buas ini?
142	-an,-i,-kan,-nya,di-,peng-,ter-	Di stasiun pengisian bahan bakar, Dawn hendak turun namun usahanya dihentikan oleh bapak tua tersebut.
143	-i,-kan,ber-,di-	Nama kota ini diturunkan dari kata Sami monce, yang berarti "cantik".
144	-an,-i,-lah,-nya,di-,ke-,mem-,se-	Monster setengah dewa atau Demi God adalah monster yang dianggap memiliki kekuatan luar biasa sehingga ditakuti, dipuja dan dihormati sebagaimana layaknya dewa.
145	-an,-i,-kan,ber-,di-,meng-,meny-,pem-,per-,se-,ter-	Dalam berita Cina yang berjudul Sung Hui Yao disebutkan bahwa Kerajaan San - fo - tsi tahun 1082 mengirim duta besar ke Cina yang saat itu di bawah pemerintahan Kaisar Yuan Fong. Duta besar tersebut menyampaikan surat dari raja Kien - pi bawahan San - fo - tsi, dan surat dari putri raja yang diserahi urusan negara San - fo - tsi, serta menyerahkan pula 227 tahil perhiasan, rumbia, dan 13 potong pakaian.
146	-an,-i,-kan,ber-,men-,se-	hal ini berarti jika jantan dominan pada suatu harem hilang, seekor betina akan berubah menjadi seekor ikan jantan yang fungsional.
147	-an,-nya,ke-,meng-,pen-	Tubuhnya agak gemuk pendek dengan wajah lebar menggelambir dan mulut lebar kendur.
148	-an,-i,di-,me-,mem-,men-,meng-	DSP Entertainment diganti dengan dua anggota baru, Goo Hara dan Kang Jiyoung, dan Kara membuat cerdas dengan rock U, yang mengubah citra mereka dari "Hip - hop" menjadi "imut dan lucu".
149	-an,-i,ku-,men-,se-	Tebow menerima beasiswa olahraga ("athletic scholarship") untuk kuliah dan masuk tim sepakbola Gators dari University of Florida dari tahun 2006 sampai 2009.
150	-an,-i,-kan,-lah,-mu,-nya,ber-,di-,ke-,ku-,me-,per-,se-	Apabila didengarnya segala kedursilaan yang dilakukan anak-anaknya, berkatalah ia kepada mereka: ``Mengapa kamu melakukan hal-hal yang begitu, sehingga kudengar dari segenap bangsa ini tentang perbuatan-perbuatanmu yang jahat itu?
151	-an,-i,-kan,-lah,ku-,men-,per-,se-	Sekolah ini juga menawarkan kursus persiapan untuk ujian standar beberapa, seperti UAN (Ujian Akhir Nasional), SAT dan TOEFL.
152	-an,-i,-ku,-lah,-nya,ber-,mem-,pen-,se-	Desa ini memiliki jumlah penduduknya sebagian besar bersuku daerah Flores.
153	-i,mem-	TFTP memiliki fungsionalitas dasar dari protokol File Transfer Protocol (FTP).
154	-an,-i,ke-,pen-,per-,se-,ter-	Nexon go public di Bursa Saham Tokyo pada tanggal 13 Desember 2011 di sebuah penawaran umum perdana, yang terbesar di Jepang untuk tahun 2011 dan kedua terbesar oleh perusahaan teknologi di seluruh dunia untuk 2011.
155	-an,-i,-lah,-nya,ber-,di-,men-,pen-,se-	Pada tahun 1950, rute penerbangan empat dari Tianjin, Chengdu, Guangzhou dan Kunming ke Chongqing menjadi awal dibuka setelah berdirinya Republik Rakyat Cina pada tahun 1949.
156	-an,-i,-kan,-nya,di-,ke-,me-,se-	Tahun 1457, ayahnya kembali merebut tahta dan gelarnya sebagai putra mahkota dipulihkan sehari sebelum kematian pamannya di tahun yang sama.
157	-an,-kan,di-,mem-,men-,pen-,per-	Para produsen film erotik diramalkan akan memainkan peranan penting dalam menentukan standar DVD yang akan dating.
