id	affixes	text	zh_ud2.bpe_11198.txt	zh_ud2.bpe_22396.txt	zh_ud2.bpe_44792.txt
48	小-,重-	开播后,该卫视将24小时滚动播出8档自办节目,重点栏目以中英文双语字幕呈现,为南海区域观众提供资讯和娱乐服务.	▁ 开播 后 , 该 卫视 将 24 小时 滚 动 播出 8 档 自 办 节目 , 重点 栏 目 以 中 英文 双 语 字 幕 呈现 , 为 南海 区域 观众 提供 资讯 和 娱乐 服务 .	▁ 开播 后 , 该 卫视 将 24 小时 滚 动 播出 8 档 自 办 节目 , 重点 栏 目 以 中英文 双 语 字 幕 呈现 , 为 南海 区域 观众 提供资讯和 娱乐 服务 .	▁开播后 , 该卫视 将 24 小时 滚 动 播出 8 档 自 办 节目 , 重点栏 目以中英文 双语字幕呈现 , 为 南海 区域 观众 提供资讯和 娱乐 服务 .
49	重-	该教堂始建于公元5世纪,1599年重建.	▁该 教堂 始建于 公元 5 世纪 , 15 99 年 重建 .	▁该 教堂 始建于 公元 5 世纪 ,15 99 年重建 .	▁该 教堂 始建于 公元 5 世纪 ,15 99 年重建 .
50	-们	一开始他们尝试把亚当斯改变信仰成为天主教徒,但是没有成功.	▁一 开始 他们 尝试 把 亚当 斯 改变 信仰 成为 天主教 徒 , 但是 没有 成功 .	▁一 开始 他们 尝试 把 亚当 斯 改变 信仰 成为 天主教徒 , 但是 没有成功 .	▁一 开始 他们 尝试 把亚当斯改变 信仰 成为天主教徒 , 但是没有成功 .
53	-手,好-	拿到冠军这年,三浦美幸击败了二宫城光、佐藤胜昭等好手.	▁ 拿到 冠军 这 年 , 三 浦 美 幸 击败 了 二 宫 城 光 、 佐 藤 胜 昭 等 好 手 .	▁ 拿到 冠军 这 年 , 三 浦 美 幸 击败了 二 宫城 光 、 佐藤胜 昭 等 好手 .	▁ 拿到 冠军 这 年 , 三 浦 美 幸 击败了二 宫城 光 、 佐藤胜昭等 好手 .
54	-们,-坛	此外,中世纪的北欧人很喜欢往科隆的东方三博士祭坛朝圣,他们认为三王冠跟东方三博士有某种关联.	▁此外 , 中 世纪的 北欧 人 很 喜欢 往 科隆 的 东方 三 博士 祭 坛 朝 圣 , 他们 认为 三 王 冠 跟 东方 三 博士 有 某种 关联 .	▁此外 , 中 世纪的 北欧 人 很喜欢 往 科隆 的东方 三博士 祭坛朝 圣 , 他们 认为 三王冠跟 东方 三博士有 某种 关联 .	▁此外 , 中 世纪的北欧 人很喜欢往 科隆 的东方 三博士祭坛朝 圣 , 他们 认为 三王冠跟 东方 三博士有 某种关联 .
55	-度	该属共有2种,分布于印度东北部、锡金、不丹.	▁该属共有 2 种 , 分布于 印度 东北部 、 锡 金 、 不 丹 .	▁该属共有 2 种 , 分布于 印度 东北部 、 锡金 、 不 丹 .	▁该属共有 2 种 , 分布于 印度 东北部 、 锡金 、 不 丹 .
56	-们,-化	因为牠们仍保留爬行动物的退化下颌,所以牠们被归类于似哺乳爬行动物.	▁因为 牠们 仍 保留 爬 行 动物的 退 化 下颌 , 所以 牠们 被 归类 于 似 哺乳 爬 行 动物 .	▁因为 牠们 仍 保留 爬行 动物的 退化 下颌 , 所以 牠们 被 归类于 似 哺乳 爬行 动物 .	▁因为 牠们 仍 保留爬行 动物的 退化 下颌 , 所以 牠们 被归类于似 哺乳 爬行 动物 .
57	-子,反-	在这个反应中,碘离子被认为是路易斯碱,而碘单质作路易斯酸.	▁在 这个 反应 中 , 碘 离 子 被认为是 路易斯 碱 , 而 碘 单 质 作 路易斯 酸 .	▁在这个 反应 中 , 碘离子 被认为是 路易斯 碱 , 而 碘 单 质 作 路易斯 酸 .	▁在这个 反应 中 , 碘离子 被认为是 路易斯 碱 , 而 碘 单 质 作 路易斯 酸 .
58	-子	故事主要讲述江南才子唐伯虎与婢女秋香的恋爱故事.	▁故事 主要 讲述 江 南 才 子 唐 伯 虎 与 婢 女 秋 香 的 恋爱 故事 .	▁故事 主要 讲述 江南才 子 唐 伯 虎 与 婢 女 秋 香 的 恋爱 故事 .	▁故事 主要 讲述 江南才子唐 伯 虎 与 婢 女 秋 香的恋爱 故事 .
59	-地,-手	三索颌腔蛇平日多栖息于森林、草原、农地,当遇到敌人时,身体会扭曲成「S」型以威吓对手.	▁三 索 颌 腔 蛇 平 日 多 栖息 于 森林 、 草 原 、 农 地 , 当 遇到 敌人 时 , 身体 会 扭曲 成 「 S 」 型 以 威 吓 对手 .	▁三 索 颌 腔 蛇 平 日 多 栖息于 森林 、 草 原 、 农地 , 当 遇到 敌人时 , 身体会 扭曲 成 「 S 」 型 以 威 吓 对手 .	▁三 索 颌 腔 蛇 平 日多栖息于 森林 、 草 原 、 农地 , 当 遇到敌人时 , 身体会扭曲 成 「 S 」 型 以 威 吓 对手 .
61	-度,可-	可以说,三级会议是近代欧洲民主议会制度的起源之一.	▁ 可以说 , 三 级会议 是 近代 欧洲 民主 议会 制度 的起源 之一 .	▁可以说 , 三 级会议 是近代 欧洲 民主 议会 制度 的起源 之一 .	▁可以说 , 三 级会议 是近代 欧洲 民主 议会 制度 的起源之一 .
66	-子	三聚体又称三体,是三个相同分子化合生成的产物.	▁三 聚 体 又称 三 体 , 是 三个 相同 分子 化 合 生 成的 产 物 .	▁三聚体 又称 三 体 , 是 三个 相同 分子 化 合 生成的 产物 .	▁三聚体又称 三 体 , 是 三个 相同 分子 化 合生成的 产物 .
70	-学	三角学是数学的一个分支,主要研究三角形,以及三角形中边与角之间的关系.	▁三 角 学 是 数学 的一个 分支 , 主要 研究 三角形 , 以及 三角形 中 边 与 角 之间的 关系 .	▁三角 学是 数学 的一个 分支 , 主要 研究 三角形 , 以及 三角形 中 边 与 角 之间的 关系 .	▁三角学是 数学 的一个 分支 , 主要 研究三角形 , 以及 三角形 中 边 与 角 之间的 关系 .
71	-度	如果其中一个边的长度又为已知的话,那么其他两条边的长度也就确定.	▁如果 其中一个 边的 长度 又 为 已 知 的话 , 那么 其他 两条 边的 长度 也就 确定 .	▁如果 其中一个 边的长度 又 为 已知 的话 , 那么 其他 两条 边的长度 也就 确定 .	▁如果 其中一个 边的长度又 为已知的话 , 那么 其他 两条 边的长度 也就 确定 .
72	-化	有人认为退化三角形并不能算是三角形,这是由于它介乎于三角不等式之间,在一些资料中已否定了其中一条边等于其余两条边之和的情况.	▁有人 认为 退 化 三角形 并不能 算 是 三角形 , 这是 由于 它 介 乎 于 三角 不等 式 之间 , 在 一些 资料 中 已 否定 了 其中 一条 边 等于 其余 两条 边 之 和 的情况 .	▁有人认为 退化 三角形 并不能 算 是 三角形 , 这是 由于 它 介乎 于 三角 不等 式 之间 , 在 一些 资料 中 已 否定 了其中 一条 边 等于 其余 两条 边 之 和 的情况 .	▁有人认为 退化三角形 并不能 算是三角形 , 这是 由于它介乎 于三角不等式 之间 , 在 一些 资料 中 已 否定 了其中 一条 边等于 其余两条边 之和的情况 .
74	重-	每完成一次,背包的重量和长跑距离都会增加,而规定完成时间却减少.	▁每 完成 一次 , 背 包 的重 量 和 长 跑 距离 都会 增加 , 而 规定 完成 时间 却 减少 .	▁每 完成 一次 , 背 包 的重 量和 长 跑 距离 都会 增加 , 而 规定 完成 时间 却 减少 .	▁每 完成 一次 , 背 包的重量和长 跑 距离 都会 增加 , 而 规定 完成 时间 却 减少 .
78	-度,高-	上伯兹贝格是瑞士的城镇,位于该国北部,由阿尔高州负责管辖,面积5.45平方公里,海拔高度540米,2011年人口499,五成半人口信奉基督教,人口密度每平方公里92人.	▁上 伯 兹 贝 格 是瑞士 的城镇 , 位于该国 北部 , 由 阿尔 高 州负责管辖 , 面积 5. 45 平方公里 , 海拔高度 5 40 米 ,2011 年人口 4 99 , 五 成 半 人口 信奉 基督教 , 人口密度每平方公里 92 人 .	▁上 伯兹 贝格 是瑞士的城镇 , 位于该国北部 , 由 阿尔 高 州负责管辖 , 面积 5. 45 平方公里 , 海拔高度 5 40 米 ,2011 年人口 4 99 , 五 成 半 人口信奉基督教 , 人口密度每平方公里 92 人 .	▁上伯兹贝格 是瑞士的城镇 , 位于该国北部 , 由 阿尔 高 州负责管辖 , 面积 5.45 平方公里 , 海拔高度 5 40 米 ,2011 年人口 4 99 , 五 成 半 人口信奉基督教 , 人口密度每平方公里 92 人 .
79	大-	2001年时,旧议会大楼的遗迹在一次挖掘中被发现.	▁2001 年时 , 旧 议会大楼 的遗 迹 在一次 挖 掘 中被 发现 .	▁2001 年时 , 旧 议会大楼 的遗迹 在一次 挖掘 中被 发现 .	▁2001 年时 , 旧 议会大楼 的遗迹 在一次挖掘 中被 发现 .
80	地-,多-	最初的地方行政开始于创建行政区,分别为西区(包括现在的布兰特福德)、东区、戈尔区(包括现在的咸美顿)以及霍姆区(包括现在的多伦多).	▁ 最初 的地方 行政 开始 于 创建 行政区 , 分别为 西 区 ( 包括 现在的 布兰 特 福德 )、 东区 、 戈 尔 区 ( 包括 现在的 咸 美 顿 ) 以及 霍 姆 区 ( 包括 现在的 多伦 多 ).	▁最初 的地方 行政 开始于 创建 行政区 , 分别为 西 区 ( 包括现在的 布兰 特 福德 )、 东区 、 戈 尔 区 ( 包括现在的 咸 美 顿 ) 以及 霍 姆 区 ( 包括现在的 多伦多 ).	▁最初的地方 行政 开始于创建 行政区 , 分别为 西 区 ( 包括现在的 布兰特福德 )、 东区 、 戈 尔 区 ( 包括现在的咸 美 顿 ) 以及 霍 姆 区 ( 包括现在的 多伦多 ).
81	-化,-地	上塘镇为浙江省永嘉县县政府驻地,全县政治、文化中心,位于永嘉县南部,楠溪江下游.	▁上 塘 镇 为 浙江省 永 嘉 县县 政府 驻 地 , 全 县 政治 、 文化 中心 , 位于 永 嘉 县 南部 , 楠 溪 江 下游 .	▁上 塘 镇 为 浙江省 永嘉 县县 政府驻 地 , 全 县 政治 、 文化中心 , 位于 永嘉 县 南部 , 楠 溪 江下游 .	▁上塘镇为 浙江省 永嘉县县 政府驻 地 , 全 县 政治 、 文化中心 , 位于永嘉县 南部 , 楠 溪江下游 .
82	-化,重-	它是南波希米亚州最重要的文化古迹之一.	▁它 是 南 波希米亚 州 最重要的 文化 古迹 之一 .	▁它是 南 波希米亚 州 最重要的 文化 古迹 之一 .	▁它是 南波希米亚 州最重要的 文化古迹 之一 .
84	-学,-者	当中,校园小记者计划是其中一项最为人所知的资讯科技教学项目.	▁当 中 , 校园 小 记者 计划 是 其中 一项 最 为人 所 知的 资讯 科技 教学 项目 .	▁当中 , 校园 小 记者 计划 是 其中一项 最 为人所知的 资讯 科技 教学 项目 .	▁当中 , 校园 小 记者 计划 是 其中一项最 为人所知的 资讯 科技 教学 项目 .
86	-坛	在一些网路论坛上经常有网友将老东视的节目与现在的新娱乐频道作比较,有一些毒舌网友甚至直接蔑称新娱乐传媒公司为「土娱乐」.	▁在 一些 网路 论 坛 上 经常 有 网友 将 老 东 视 的 节目 与 现在 的新 娱乐 频道 作 比较 , 有一些 毒 舌 网友 甚至 直接 蔑 称 新 娱乐 传媒 公司 为 「 土 娱乐 」.	▁在一些 网路 论坛 上 经常 有 网友 将 老东视 的 节目 与现在 的新 娱乐频道 作 比较 , 有一些 毒 舌 网友 甚至直接 蔑 称 新 娱乐 传媒 公司 为 「 土 娱乐 」.	▁在一些 网路论坛上 经常 有网友将 老东视的 节目 与现在 的新 娱乐频道作 比较 , 有一些 毒舌网友 甚至直接蔑 称 新 娱乐 传媒 公司 为 「 土 娱乐 」.
87	-地,大-	公园当时占地320亩,大门位于白利南路和愚园路路口.	▁ 公园 当时 占地 320 亩 , 大门 位于 白 利 南路 和 愚 园 路 路口 .	▁ 公园 当时 占地 320 亩 , 大门 位于 白 利 南路 和 愚园路 路口 .	▁ 公园 当时 占地 320 亩 , 大门位于白 利南路 和愚园路 路口 .
88	地-	1996年和1997年,五国元首先后在中国上海和俄罗斯莫斯科举行会晤,签署《关于在边境地区加强军事领域信任的协定》和《关于在边境地区相互裁减军事力量的协定》.	▁199 6 年和 1997 年 , 五 国 元首 先后 在中国 上海 和 俄罗斯 莫斯科 举行 会 晤 , 签署 《 关于 在 边境 地区 加强 军事 领域 信 任的 协定 》 和 《 关于 在 边境 地区 相互 裁 减 军事 力量 的 协定 》.	▁1996 年和 1997 年 , 五 国 元首 先后 在中国 上海和 俄罗斯莫斯科 举行 会 晤 , 签署 《 关于在边境地区 加强 军事领域 信 任的 协定 》 和 《 关于在边境地区 相互 裁减 军事力量 的 协定 》.	▁1996 年和 1997 年 , 五国元首先后 在中国上海和 俄罗斯莫斯科 举行 会 晤 , 签署 《 关于在边境地区 加强 军事领域信 任的协定 》 和 《 关于在边境地区 相互 裁减 军事力量的 协定 》.
